fecha,pozo_id,campo,produccion_bpd,presion_psi,temperatura_f,agua_porcentaje,gas_porcentaje,estado_pozo
2024-11-10 12:00:00,PC002,Campo Central,1225.9,1867.3,154.0,17.2,13.2,Activo
2024-11-10 18:00:00,PC002,Campo Central,1317.9,1675.7,140.9,13.3,15.7,Activo
2024-11-11 06:00:00,PN004,Campo Norte,1297.8,1735.2,151.9,14.7,18.1,Activo
2024-11-11 12:00:00,PE003,Campo Este,1331.5,1997.0,145.1,18.0,22.4,Activo
2024-11-11 18:00:00,PE002,Campo Este,1421.6,2086.0,150.8,19.8,17.6,Activo
2024-11-12 06:00:00,PS002,Campo Sur,958.7,1658.7,145.0,22.0,18.4,Activo
2024-11-12 12:00:00,PN001,Campo Norte,1331.8,1691.3,141.5,13.6,17.5,Activo
2024-11-12 18:00:00,PC002,Campo Central,1258.4,1805.3,146.4,15.7,17.8,Activo
2024-11-13 00:00:00,PN003,Campo Norte,1107.4,1790.9,143.9,14.2,18.1,Activo
2024-11-13 18:00:00,PS001,Campo Sur,1076.5,1871.7,127.6,5.1,12.0,Activo
2024-11-14 00:00:00,PC001,Campo Central,1339.8,1840.0,145.9,18.4,23.6,Activo
2024-11-14 06:00:00,PS005,Campo Sur,1278.7,1680.3,121.6,10.9,16.3,Activo
2024-11-14 12:00:00,PN001,Campo Norte,1174.1,1785.0,154.0,21.4,17.3,Activo
2024-11-14 18:00:00,PE001,Campo Este,4379.5,771.4,248.8,19.5,18.3,Mantenimiento
2024-11-15 00:00:00,PN003,Campo Norte,1405.8,1684.9,140.9,14.4,19.8,Activo
2024-11-15 06:00:00,PN002,Campo Norte,1326.8,1798.0,133.6,19.2,21.0,Activo
2024-11-15 18:00:00,PS001,Campo Sur,1180.9,1709.3,129.7,19.4,12.3,Activo
2024-11-16 00:00:00,PE002,Campo Este,1383.0,1834.9,152.1,17.5,20.1,Activo
2024-11-16 06:00:00,PE001,Campo Este,1483.7,1893.4,157.5,12.8,18.7,Activo
2024-11-16 12:00:00,PN005,Campo Norte,1243.9,1792.1,130.6,16.7,19.5,Activo
2024-11-16 18:00:00,PE004,Campo Este,1282.0,1797.2,166.8,17.5,17.1,Activo
2024-11-17 00:00:00,PO005,Campo Oeste,836.3,1534.3,145.4,15.7,15.8,Activo
2024-11-17 06:00:00,PS004,Campo Sur,1151.0,1634.8,152.0,21.8,16.1,Activo
2024-11-17 12:00:00,PE005,Campo Este,1287.1,1690.5,143.1,8.3,18.5,Activo
2024-11-18 00:00:00,PS002,Campo Sur,910.0,1689.7,128.9,19.5,21.1,Activo
2024-11-18 12:00:00,PS005,Campo Sur,1072.7,1777.6,131.2,11.9,12.0,Activo
2024-11-18 18:00:00,PC005,Campo Central,1149.6,1655.4,158.0,11.5,18.5,Activo
2024-11-19 06:00:00,PO004,Campo Oeste,1030.9,1532.0,131.1,17.7,15.3,Activo
2024-11-19 12:00:00,PE002,Campo Este,1353.8,1874.8,156.0,3.1,10.7,Activo
2024-11-19 18:00:00,PS001,Campo Sur,1161.6,1783.0,132.7,13.8,19.2,Activo
2024-11-20 00:00:00,PE005,Campo Este,1419.3,1737.8,147.9,13.3,20.8,Activo
2024-11-20 06:00:00,PS002,Campo Sur,1349.8,1681.8,128.7,17.0,23.3,Activo
2024-11-20 12:00:00,PO002,Campo Oeste,960.8,1527.5,142.7,18.3,13.9,Activo
2024-11-20 18:00:00,PE002,Campo Este,1388.1,1979.8,164.5,14.7,16.6,Activo
2024-11-21 00:00:00,PS002,Campo Sur,1222.7,1603.2,143.5,8.1,22.3,Activo
2024-11-21 06:00:00,PN003,Campo Norte,1174.2,1901.5,148.9,8.9,23.7,Activo
2024-11-21 12:00:00,PS002,Campo Sur,1255.1,1770.6,133.9,13.5,18.6,Activo
2024-11-21 18:00:00,PO005,Campo Oeste,879.6,1735.4,136.2,1.5,19.4,Activo
2024-11-22 06:00:00,PC004,Campo Central,1278.3,1722.9,149.7,15.1,14.8,Activo
2024-11-22 12:00:00,PC005,Campo Central,1307.9,1786.8,162.3,21.3,15.3,Activo
2024-11-22 18:00:00,PN005,Campo Norte,1282.0,1723.9,150.6,12.4,13.9,Activo
2024-11-23 06:00:00,PN005,Campo Norte,1163.1,1673.6,138.5,17.0,20.3,Activo
2024-11-23 12:00:00,PN002,Campo Norte,1198.4,1892.5,148.2,11.3,16.9,Activo
2024-11-23 18:00:00,PE003,Campo Este,1209.7,1891.3,163.9,18.4,23.6,Activo
2024-11-24 00:00:00,PC001,Campo Central,1219.7,1857.7,148.5,22.4,17.9,Activo
2024-11-24 06:00:00,PO004,Campo Oeste,1020.7,1718.0,133.5,16.1,23.2,Activo
2024-11-24 12:00:00,PS005,Campo Sur,1086.7,1594.3,157.1,12.7,18.6,Activo
2024-11-24 18:00:00,PS004,Campo Sur,1215.6,1651.3,131.9,16.3,10.8,Activo
2024-11-25 00:00:00,PS004,Campo Sur,1071.2,1719.6,137.8,7.3,24.4,Activo
2024-11-25 06:00:00,PS004,Campo Sur,1110.4,1814.5,137.9,10.6,19.1,Activo
2024-11-25 12:00:00,PS001,Campo Sur,1078.4,1605.8,151.8,11.9,10.6,Activo
2024-11-25 18:00:00,PE001,Campo Este,1482.8,1859.7,150.1,6.2,25.0,Activo
2024-11-26 00:00:00,PC005,Campo Central,1121.1,1754.7,157.3,17.1,17.8,Activo
2024-11-26 06:00:00,PO001,Campo Oeste,779.8,1535.2,136.5,11.1,18.8,Activo
2024-11-26 12:00:00,PC002,Campo Central,1318.2,1827.0,140.2,26.0,21.1,Activo
2024-11-26 18:00:00,PN004,Campo Norte,1199.8,1887.2,163.9,7.8,17.1,Activo
2024-11-27 00:00:00,PO003,Campo Oeste,712.2,1615.4,137.9,14.8,15.4,Activo
2024-11-27 06:00:00,PS002,Campo Sur,2237.6,519.0,-242.6,12.0,19.8,Mantenimiento
2024-11-27 12:00:00,PO005,Campo Oeste,793.2,1636.6,131.9,11.2,15.0,Activo
2024-11-27 18:00:00,PO002,Campo Oeste,910.6,1630.6,124.5,13.0,17.8,Activo
2024-11-28 00:00:00,PO004,Campo Oeste,840.1,1743.7,128.2,11.7,14.1,Activo
2024-11-28 06:00:00,PN002,Campo Norte,1379.8,1844.2,137.5,20.5,18.8,Activo
2024-11-28 12:00:00,PC002,Campo Central,255.1,516.7,201.6,16.7,15.8,Inactivo
2024-11-28 18:00:00,PN005,Campo Norte,1381.7,1698.5,157.3,14.4,19.2,Activo
2024-11-29 12:00:00,PC005,Campo Central,1274.1,1696.7,153.0,15.6,21.7,Activo
2024-11-29 18:00:00,PO005,Campo Oeste,1027.7,1602.4,127.8,11.7,15.8,Activo
2024-11-30 00:00:00,PE003,Campo Este,1318.5,1921.4,160.7,14.7,18.1,Activo
2024-11-30 06:00:00,PN004,Campo Norte,1214.3,1758.7,137.6,6.2,15.2,Activo
2024-11-30 12:00:00,PO002,Campo Oeste,997.3,1543.8,133.1,17.3,20.1,Activo
2024-11-30 18:00:00,PE005,Campo Este,1242.0,1979.8,164.0,9.4,14.7,Activo
2024-12-01 00:00:00,PS005,Campo Sur,1219.1,1688.3,122.2,8.0,17.0,Activo
2024-12-01 06:00:00,PC001,Campo Central,1133.7,1716.9,150.3,22.3,16.8,Activo
2024-12-01 12:00:00,PE004,Campo Este,1457.3,2014.3,166.5,16.4,10.1,Activo
2024-12-01 18:00:00,PC005,Campo Central,1296.1,1833.9,149.4,23.7,21.4,Activo
2024-12-02 06:00:00,PO004,Campo Oeste,1069.7,1535.4,133.2,9.8,25.1,Activo
2024-12-02 18:00:00,PN004,Campo Norte,1251.0,1864.9,147.7,29.7,13.9,Activo
2024-12-03 00:00:00,PS005,Campo Sur,928.9,1668.6,127.5,7.5,14.0,Activo
2024-12-03 06:00:00,PE003,Campo Este,1257.8,1823.6,159.1,12.5,17.3,Activo
2024-12-03 18:00:00,PN003,Campo Norte,961.5,1827.7,148.9,25.3,18.6,Activo
2024-12-04 06:00:00,PC005,Campo Central,1291.4,1920.8,152.3,23.3,15.5,Activo
2024-12-04 18:00:00,PO004,Campo Oeste,1032.2,1669.8,137.6,19.1,17.3,Activo
2024-12-05 00:00:00,PO002,Campo Oeste,1070.2,1600.7,135.5,13.7,20.7,Activo
2024-12-05 12:00:00,PN005,Campo Norte,1191.1,1763.7,152.1,12.0,17.2,Activo
2024-12-05 18:00:00,PE005,Campo Este,1489.9,2023.1,167.6,13.6,22.9,Activo
2024-12-06 00:00:00,PE003,Campo Este,1255.1,1827.4,136.2,23.4,14.5,Activo
2024-12-06 06:00:00,PN003,Campo Norte,1187.3,1727.2,150.6,13.1,12.8,Activo
2024-12-06 12:00:00,PS005,Campo Sur,1144.2,1585.3,133.3,4.5,12.3,Activo
2024-12-06 18:00:00,PN003,Campo Norte,1217.9,1642.8,133.2,15.0,15.8,Activo
2024-12-07 00:00:00,PN003,Campo Norte,1399.2,1946.7,138.1,17.8,21.0,Activo
2024-12-07 06:00:00,PS003,Campo Sur,1040.3,1580.4,139.9,14.1,16.3,Activo
2024-12-07 12:00:00,PS005,Campo Sur,1144.2,1639.9,130.8,15.5,19.5,Activo
2024-12-07 18:00:00,PN002,Campo Norte,1082.3,1874.2,130.8,12.1,17.0,Activo
2024-12-08 12:00:00,PE002,Campo Este,1238.0,1839.6,155.3,6.4,18.1,Activo
2024-12-08 18:00:00,PC002,Campo Central,1419.4,1762.1,147.7,11.9,21.6,Activo
2024-12-09 00:00:00,PO005,Campo Oeste,867.4,1747.7,150.5,16.3,18.0,Activo
2024-12-09 06:00:00,PN005,Campo Norte,1303.1,1887.6,138.6,12.4,12.7,Activo
2024-12-09 12:00:00,PN001,Campo Norte,1240.9,1853.3,134.2,12.7,12.6,Activo
2024-12-10 00:00:00,PS003,Campo Sur,1118.7,1696.5,134.2,14.1,18.7,Activo
2024-12-10 12:00:00,PE002,Campo Este,1451.1,2182.3,145.0,17.2,15.2,Activo
2024-12-11 00:00:00,PE005,Campo Este,1444.7,1904.4,158.4,12.7,16.5,Activo
2024-12-11 06:00:00,PE005,Campo Este,1378.8,1806.9,152.1,10.7,14.4,Activo
2024-12-11 12:00:00,PC003,Campo Central,1039.0,1857.1,144.5,20.8,22.3,Activo
2024-12-11 18:00:00,PN004,Campo Norte,1071.4,1712.9,165.5,23.8,17.9,Activo
2024-12-12 00:00:00,PO001,Campo Oeste,975.7,1549.5,138.5,11.4,9.9,Activo
2024-12-12 12:00:00,PO005,Campo Oeste,871.8,1668.3,137.0,15.0,21.5,Activo
2024-12-13 00:00:00,PO005,Campo Oeste,907.1,1677.2,145.4,19.8,10.8,Activo
2024-12-13 06:00:00,PO001,Campo Oeste,1058.3,1452.9,142.2,13.2,20.8,Activo
2024-12-14 00:00:00,PE003,Campo Este,1461.7,1918.6,159.0,13.3,18.8,Activo
2024-12-14 06:00:00,PO001,Campo Oeste,1003.7,1553.7,134.4,14.7,21.3,Activo
2024-12-14 12:00:00,PS003,Campo Sur,993.4,1695.9,155.3,20.8,23.4,Activo
2024-12-14 18:00:00,PS005,Campo Sur,1102.4,1725.7,148.0,22.8,10.2,Activo
2024-12-15 12:00:00,PS005,Campo Sur,1158.8,1777.0,147.6,20.4,15.5,Activo
2024-12-15 18:00:00,PO004,Campo Oeste,920.2,1661.5,130.8,15.0,19.6,Activo
2024-12-16 00:00:00,PC004,Campo Central,1328.5,1607.8,155.7,13.8,20.8,Activo
2024-12-16 06:00:00,PE005,Campo Este,1427.7,2028.6,165.8,21.7,23.8,Activo
2024-12-16 12:00:00,PN005,Campo Norte,1229.1,1802.6,152.0,18.7,16.8,Activo
2024-12-16 18:00:00,PC004,Campo Central,1290.5,1747.2,143.2,21.5,18.2,Activo
2024-12-17 00:00:00,PO002,Campo Oeste,1154.9,1470.0,130.5,15.2,22.5,Activo
2024-12-17 06:00:00,PC001,Campo Central,1289.9,1774.8,141.0,9.2,19.3,Activo
2024-12-17 12:00:00,PO003,Campo Oeste,813.6,1557.4,139.0,10.1,24.4,Activo
2024-12-17 18:00:00,PN002,Campo Norte,1322.4,1674.3,137.5,3.6,14.9,Activo
2024-12-18 00:00:00,PN002,Campo Norte,1276.6,1766.9,148.7,7.4,21.2,Activo
2024-12-18 06:00:00,PE004,Campo Este,1294.5,1901.0,154.3,8.6,13.4,Activo
2024-12-18 12:00:00,PS003,Campo Sur,1196.8,1731.9,148.4,16.6,18.6,Activo
2024-12-18 18:00:00,PE004,Campo Este,1177.4,1878.4,154.8,24.8,20.7,Activo
2024-12-19 00:00:00,PN005,Campo Norte,4060.8,739.1,195.0,15.6,18.9,Mantenimiento
2024-12-19 12:00:00,PS004,Campo Sur,1220.6,1625.1,129.0,20.9,20.9,Activo
2024-12-19 18:00:00,PE004,Campo Este,1475.5,1964.1,171.5,17.8,17.4,Activo
2024-12-20 00:00:00,PS002,Campo Sur,1134.3,1799.5,133.8,11.7,16.8,Activo
2024-12-20 06:00:00,PO003,Campo Oeste,739.5,1611.0,119.9,15.3,21.5,Activo
2024-12-20 18:00:00,PS001,Campo Sur,928.4,1916.9,139.5,10.6,12.4,Activo
2024-12-21 06:00:00,PO005,Campo Oeste,911.2,1445.2,133.8,3.2,19.4,Activo
2024-12-21 12:00:00,PO003,Campo Oeste,852.1,1613.1,145.5,10.3,22.2,Activo
2024-12-21 18:00:00,PN005,Campo Norte,1156.7,1940.3,142.1,10.8,20.7,Activo
2024-12-22 00:00:00,PC003,Campo Central,1206.4,1682.7,146.2,14.8,23.4,Activo
2024-12-22 06:00:00,PE001,Campo Este,1156.6,1901.8,160.0,16.0,23.2,Activo
2024-12-22 12:00:00,PE001,Campo Este,1342.6,1885.2,159.7,15.5,16.4,Activo
2024-12-22 18:00:00,PN002,Campo Norte,1251.6,1747.8,140.1,12.4,23.4,Activo
2024-12-23 00:00:00,PE004,Campo Este,1027.9,1931.6,155.3,6.6,19.2,Activo
2024-12-23 06:00:00,PC001,Campo Central,1297.6,1797.2,128.8,21.8,15.0,Activo
2024-12-23 12:00:00,PN005,Campo Norte,1268.7,1859.3,138.0,18.3,16.5,Activo
2024-12-24 00:00:00,PO005,Campo Oeste,977.2,1595.4,139.4,8.3,15.0,Activo
2024-12-24 06:00:00,PE004,Campo Este,1338.4,2051.8,154.1,20.4,18.2,Activo
2024-12-24 12:00:00,PE003,Campo Este,1301.6,1880.3,153.7,18.0,23.5,Activo
2024-12-24 18:00:00,PC003,Campo Central,1286.0,1845.0,142.3,12.9,15.1,Activo
2024-12-25 06:00:00,PE005,Campo Este,4256.1,520.4,103.2,13.6,9.9,Mantenimiento
2024-12-25 12:00:00,PE003,Campo Este,1365.8,1902.7,154.3,20.0,21.0,Activo
2024-12-25 18:00:00,PE001,Campo Este,1379.8,1936.0,154.2,23.9,12.1,Activo
2024-12-26 00:00:00,PC002,Campo Central,1264.0,1755.2,156.5,10.8,11.0,Activo
2024-12-26 12:00:00,PS005,Campo Sur,1336.7,1669.8,129.7,13.0,18.1,Activo
2024-12-26 18:00:00,PN002,Campo Norte,1256.4,1752.7,157.4,9.4,11.0,Activo
2024-12-27 00:00:00,PO004,Campo Oeste,1060.7,1418.0,133.4,30.6,18.0,Activo
2024-12-27 06:00:00,PO002,Campo Oeste,837.9,1595.4,134.6,15.8,20.6,Activo
2024-12-27 18:00:00,PN001,Campo Norte,1328.6,1779.4,147.2,10.3,14.0,Activo
2024-12-28 00:00:00,PE004,Campo Este,1418.8,1864.5,148.2,11.8,20.8,Activo
2024-12-28 06:00:00,PC002,Campo Central,1187.1,1740.6,150.1,5.4,12.1,Activo
2024-12-28 12:00:00,PO003,Campo Oeste,983.6,1541.0,143.5,19.8,20.9,Activo
2024-12-29 00:00:00,PE005,Campo Este,1548.4,1901.0,158.1,21.8,17.4,Activo
2024-12-29 06:00:00,PC003,Campo Central,1184.3,1819.9,150.6,15.9,14.7,Activo
2024-12-29 12:00:00,PE003,Campo Este,1178.2,1918.9,162.2,13.9,23.7,Activo
2024-12-29 18:00:00,PE005,Campo Este,1279.6,1815.6,154.5,14.6,21.1,Activo
2024-12-30 00:00:00,PS005,Campo Sur,1022.5,1809.4,155.7,14.8,23.0,Activo
2024-12-30 06:00:00,PS003,Campo Sur,994.4,1786.0,148.4,19.3,17.9,Activo
2024-12-30 12:00:00,PN001,Campo Norte,904.6,1748.7,140.0,10.1,18.5,Activo
2024-12-30 18:00:00,PO003,Campo Oeste,908.1,1534.0,126.5,11.4,22.5,Activo
2024-12-31 06:00:00,PN001,Campo Norte,895.5,1881.7,156.5,9.7,14.1,Activo
2024-12-31 12:00:00,PO005,Campo Oeste,905.0,1539.5,136.8,5.3,13.5,Activo
2024-12-31 18:00:00,PN002,Campo Norte,1353.9,1725.7,154.9,16.8,10.8,Activo
2025-01-01 00:00:00,PN004,Campo Norte,1263.5,1790.6,141.4,16.2,19.9,Activo
2025-01-01 06:00:00,PO003,Campo Oeste,1020.8,1694.3,138.3,8.1,16.1,Activo
2025-01-01 12:00:00,PE001,Campo Este,1644.3,1958.0,174.0,22.0,19.0,Activo
2025-01-01 18:00:00,PN003,Campo Norte,1230.1,1797.1,131.1,15.1,22.8,Activo
2025-01-02 00:00:00,PO001,Campo Oeste,890.0,1633.0,141.8,10.5,16.2,Activo
2025-01-02 06:00:00,PC004,Campo Central,1148.2,1684.2,139.7,10.5,23.7,Activo
2025-01-02 12:00:00,PS005,Campo Sur,1008.5,1710.1,136.0,20.9,23.2,Activo
2025-01-02 18:00:00,PN004,Campo Norte,1286.4,1824.5,143.2,9.0,25.8,Activo
2025-01-03 00:00:00,PN001,Campo Norte,1124.0,1853.1,153.5,12.2,22.2,Activo
2025-01-03 06:00:00,PO001,Campo Oeste,1026.4,1738.2,131.2,8.6,16.0,Activo
2025-01-03 12:00:00,PN001,Campo Norte,1220.9,1804.7,141.9,5.5,19.9,Activo
2025-01-04 00:00:00,PO004,Campo Oeste,1043.2,1631.6,132.5,11.0,17.0,Activo
2025-01-04 06:00:00,PN005,Campo Norte,1231.4,1774.7,147.5,17.2,21.3,Activo
2025-01-05 00:00:00,PN003,Campo Norte,1137.0,1845.9,144.1,14.1,14.9,Activo
2025-01-05 06:00:00,PN004,Campo Norte,1366.6,1770.0,150.6,5.6,22.7,Activo
2025-01-05 12:00:00,PS002,Campo Sur,1205.2,1707.8,138.2,17.0,27.2,Activo
2025-01-05 18:00:00,PS003,Campo Sur,923.7,1762.6,132.7,14.9,17.0,Activo
2025-01-06 00:00:00,PE004,Campo Este,1307.2,1899.2,145.9,20.1,10.8,Activo
2025-01-06 06:00:00,PS002,Campo Sur,115.4,669.6,209.0,16.0,11.8,Inactivo
2025-01-06 18:00:00,PO001,Campo Oeste,97.9,2768.8,67.3,7.4,20.5,Inactivo
2025-01-07 00:00:00,PS005,Campo Sur,1276.5,1923.4,140.7,18.9,10.9,Activo
2025-01-07 06:00:00,PC002,Campo Central,1400.3,1812.1,146.1,21.2,17.0,Activo
2025-01-07 12:00:00,PN001,Campo Norte,1154.2,1838.0,136.5,20.1,13.8,Activo
2025-01-07 18:00:00,PN004,Campo Norte,1095.0,1727.2,151.1,11.9,12.6,Activo
2025-01-08 00:00:00,PS002,Campo Sur,103.9,3055.4,65.3,9.2,26.4,Inactivo
2025-01-08 06:00:00,PS005,Campo Sur,1013.9,1674.2,137.1,12.9,20.5,Activo
2025-01-08 12:00:00,PN004,Campo Norte,1294.8,1775.5,135.1,21.4,17.6,Activo
2025-01-08 18:00:00,PN002,Campo Norte,1373.0,1620.4,146.6,24.6,16.6,Activo
2025-01-09 06:00:00,PC002,Campo Central,1187.3,1848.3,153.7,16.3,21.2,Activo
2025-01-09 12:00:00,PS001,Campo Sur,1073.6,1638.1,135.2,15.0,13.8,Activo
2025-01-09 18:00:00,PN003,Campo Norte,1150.0,1758.7,162.0,1.1,17.3,Activo
2025-01-10 00:00:00,PE005,Campo Este,1522.6,1909.7,161.0,15.5,15.3,Activo
2025-01-10 06:00:00,PC001,Campo Central,1025.8,1766.4,143.8,11.0,16.0,Activo
2025-01-10 18:00:00,PO001,Campo Oeste,199.4,522.8,186.2,3.1,20.7,Inactivo
2025-01-11 00:00:00,PO002,Campo Oeste,1048.5,1473.1,136.4,17.3,17.7,Activo
2025-01-11 12:00:00,PC001,Campo Central,1376.1,1799.3,150.7,12.8,15.9,Activo
2025-01-12 00:00:00,PE004,Campo Este,282.2,758.7,80.7,21.7,22.2,Inactivo
2025-01-12 06:00:00,PN005,Campo Norte,1247.1,1800.9,137.2,18.7,24.7,Activo
2025-01-12 12:00:00,PC005,Campo Central,1284.2,1903.4,137.8,9.2,21.4,Activo
2025-01-12 18:00:00,PS003,Campo Sur,1126.4,1805.1,139.9,10.7,17.1,Activo
2025-01-13 00:00:00,PS004,Campo Sur,946.7,1609.7,147.8,19.4,19.5,Activo
2025-01-13 06:00:00,PN001,Campo Norte,1027.9,1771.3,135.2,20.9,15.7,Activo
2025-01-13 18:00:00,PO001,Campo Oeste,810.1,1427.8,134.8,12.2,12.3,Activo
2025-01-14 00:00:00,PC002,Campo Central,1368.9,1803.4,149.8,21.8,20.7,Activo
2025-01-14 06:00:00,PC001,Campo Central,1167.7,1666.9,156.5,17.0,18.7,Activo
2025-01-14 12:00:00,PO005,Campo Oeste,865.4,1648.6,129.0,14.5,23.8,Activo
2025-01-14 18:00:00,PE002,Campo Este,1283.9,1774.2,146.6,20.0,19.0,Activo
2025-01-15 00:00:00,PN002,Campo Norte,1187.1,1759.3,148.9,10.8,19.2,Activo
2025-01-15 06:00:00,PO002,Campo Oeste,876.9,1528.2,129.9,13.1,17.8,Activo
2025-01-16 00:00:00,PS003,Campo Sur,1019.8,1659.6,133.6,11.3,28.9,Activo
2025-01-16 06:00:00,PS001,Campo Sur,1184.4,1788.1,143.9,7.0,19.6,Activo
2025-01-16 12:00:00,PS001,Campo Sur,1207.3,1631.7,147.7,18.5,25.4,Activo
2025-01-16 18:00:00,PS003,Campo Sur,1058.2,1612.2,137.1,22.2,10.7,Activo
2025-01-17 00:00:00,PS005,Campo Sur,893.2,1707.2,136.5,15.0,21.8,Activo
2025-01-17 06:00:00,PC002,Campo Central,1194.7,1600.2,166.4,10.0,13.8,Activo
2025-01-17 12:00:00,PO002,Campo Oeste,1060.4,1569.2,134.5,17.4,22.3,Activo
2025-01-17 18:00:00,PE001,Campo Este,1316.7,2021.6,137.9,18.8,14.6,Activo
2025-01-18 00:00:00,PS002,Campo Sur,1237.2,1711.4,134.6,18.3,21.6,Activo
2025-01-18 06:00:00,PC002,Campo Central,1314.2,1667.6,146.1,15.0,17.8,Activo
2025-01-18 12:00:00,PO001,Campo Oeste,3074.9,431.6,220.3,13.6,14.6,Mantenimiento
2025-01-19 00:00:00,PC001,Campo Central,1303.3,1685.6,148.3,22.7,22.0,Activo
2025-01-19 06:00:00,PS002,Campo Sur,1190.2,1660.0,144.3,13.8,17.2,Activo
2025-01-19 12:00:00,PN001,Campo Norte,1241.0,1752.2,156.9,14.2,20.5,Activo
2025-01-19 18:00:00,PO005,Campo Oeste,1095.6,1682.5,123.7,17.2,21.4,Activo
2025-01-20 00:00:00,PO004,Campo Oeste,1039.2,1510.9,129.7,20.0,15.0,Activo
2025-01-20 12:00:00,PO001,Campo Oeste,983.3,1493.3,133.0,16.7,23.2,Activo
2025-01-20 18:00:00,PE005,Campo Este,4250.3,3317.2,98.7,13.5,13.1,Activo
2025-01-21 00:00:00,PN005,Campo Norte,1182.8,1915.1,146.3,15.1,24.5,Activo
2025-01-21 06:00:00,PN005,Campo Norte,1056.9,1697.2,132.1,16.9,18.7,Activo
2025-01-21 18:00:00,PN003,Campo Norte,1032.8,2016.8,149.2,16.1,20.5,Activo
2025-01-22 00:00:00,PN005,Campo Norte,1270.9,1788.8,140.0,18.0,19.5,Activo
2025-01-22 06:00:00,PE002,Campo Este,1269.0,2013.5,157.3,18.6,23.6,Activo
2025-01-22 12:00:00,PC002,Campo Central,1252.2,1775.4,156.5,11.4,18.2,Activo
2025-01-22 18:00:00,PE003,Campo Este,1362.6,1823.5,173.5,8.0,12.8,Activo
2025-01-23 00:00:00,PO003,Campo Oeste,1081.4,1657.1,126.8,18.0,23.9,Activo
2025-01-23 06:00:00,PO004,Campo Oeste,947.0,1807.9,121.2,18.5,22.7,Activo
2025-01-23 12:00:00,PO005,Campo Oeste,1039.1,1583.7,132.7,17.2,21.3,Activo
2025-01-23 18:00:00,PE004,Campo Este,1410.2,1983.2,146.8,13.9,14.2,Activo
2025-01-24 00:00:00,PN002,Campo Norte,1161.4,1881.2,145.9,28.0,18.8,Activo
2025-01-24 06:00:00,PN004,Campo Norte,1206.0,1808.5,139.9,14.7,22.5,Activo
2025-01-24 12:00:00,PN001,Campo Norte,1211.4,1736.5,137.6,12.7,18.3,Activo
2025-01-24 18:00:00,PS004,Campo Sur,1219.4,1592.8,137.4,15.7,10.7,Activo
2025-01-25 06:00:00,PS004,Campo Sur,1044.5,1734.2,153.8,23.2,10.3,Activo
2025-01-25 12:00:00,PN003,Campo Norte,1257.7,1785.8,146.2,13.0,18.5,Activo
2025-01-25 18:00:00,PS005,Campo Sur,1115.1,1653.7,132.8,12.8,18.9,Activo
2025-01-26 00:00:00,PE003,Campo Este,1409.9,1968.3,151.0,16.4,21.9,Activo
2025-01-26 06:00:00,PC005,Campo Central,1366.6,1745.3,148.2,16.0,13.4,Activo
2025-01-26 12:00:00,PS003,Campo Sur,1080.6,1759.6,145.1,13.6,18.9,Activo
2025-01-26 18:00:00,PO003,Campo Oeste,867.5,1656.3,134.4,13.6,16.6,Activo
2025-01-27 00:00:00,PN002,Campo Norte,1193.7,1764.2,150.3,13.0,24.4,Activo
2025-01-27 12:00:00,PE002,Campo Este,1550.2,1875.4,157.9,17.7,14.0,Activo
2025-01-27 18:00:00,PS002,Campo Sur,1014.5,1603.5,132.9,0.7,20.2,Activo
2025-01-28 00:00:00,PE005,Campo Este,1555.4,1911.8,143.7,11.8,16.2,Activo
2025-01-28 12:00:00,PE003,Campo Este,1502.7,2052.2,177.9,10.5,29.3,Activo
2025-01-29 00:00:00,PO004,Campo Oeste,818.0,1580.9,145.3,14.7,18.6,Activo
2025-01-29 06:00:00,PE002,Campo Este,3493.8,3588.6,226.8,17.9,16.9,Activo
2025-01-29 18:00:00,PO003,Campo Oeste,895.1,1706.4,134.0,8.3,16.1,Activo
2025-01-30 00:00:00,PN002,Campo Norte,1051.2,1710.0,148.1,9.1,22.5,Activo
2025-01-30 06:00:00,PN004,Campo Norte,1192.9,1806.8,142.8,18.9,21.1,Activo
2025-01-30 12:00:00,PE001,Campo Este,1383.5,1945.2,153.3,17.7,16.6,Activo
2025-01-30 18:00:00,PS005,Campo Sur,1100.2,1678.0,136.3,11.6,19.9,Activo
2025-01-31 00:00:00,PE002,Campo Este,4443.2,598.1,231.9,21.4,16.7,Mantenimiento
2025-01-31 06:00:00,PE005,Campo Este,1410.1,1827.5,156.1,16.6,12.1,Activo
2025-01-31 12:00:00,PE004,Campo Este,1410.8,2007.7,153.6,21.8,17.2,Activo
2025-01-31 18:00:00,PE004,Campo Este,1435.0,1722.5,174.4,22.5,16.9,Activo
2025-02-01 12:00:00,PO004,Campo Oeste,808.4,1678.2,132.8,8.1,23.4,Activo
2025-02-01 18:00:00,PO004,Campo Oeste,1159.9,1596.7,152.3,15.5,16.5,Activo
2025-02-02 00:00:00,PN002,Campo Norte,1137.0,1931.0,138.8,18.7,15.8,Activo
2025-02-02 12:00:00,PO001,Campo Oeste,2774.3,3633.5,77.9,12.4,18.3,Activo
2025-02-02 18:00:00,PC002,Campo Central,1282.1,1671.0,155.8,15.4,11.1,Activo
2025-02-03 00:00:00,PE005,Campo Este,1257.1,1859.7,154.4,24.4,19.0,Activo
2025-02-03 06:00:00,PE005,Campo Este,1265.9,1917.7,152.2,16.6,20.3,Activo
